DAUID,CSDUID,CCSUID,CDUID,ERUID,CTUID,CMAUID,adpop2006,Shape_Leng,Shape_Area,TOTALDEPNT,QUINTMATNT,QUINTSOCNT,QUINTMATLO,QUINTSOCLO,TOTALDEPLO,OBJECTID_1,OBJECTID_2,OBJECTID_3,OBJECTID,NGHD_ID,Nghd_Name,FINAL_Shap,NALP,IMI,Shape_Le_1,Shape_Le_2,FINAL_Sha1,OID_,NGHD_NAM_1,NALP_AF,NALP_DD,NALP_SAFE,NALP_UA,IMI_ATTR,IMI_DD,IMI_PA,IMI_S_CR,IMI_S_TR,ERA,JOIN_FID,TARGET_FID,Join_Count
47110290,4711066,4711066,4711,4730,7250013.03,725,575,1542.501888,144628.5563,1,3,1,4,1,2,16,26,19,124,60,Erindale,5012.184688,1,1,5012.184688,5012.184688,1339901.9,15,Erindale,2.91667,3.5625,3.875,2.33333,4.39905,6,5.69143,9.07048,6.23,3,16,137,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110291,4711066,4711066,4711,4730,7250013.03,725,548,2180.734159,146450.4623,1,2,1,3,1,1,16,26,19,124,60,Erindale,5012.184688,1,1,5012.184688,5012.184688,1339901.9,15,Erindale,2.91667,3.5625,3.875,2.33333,4.39905,6,5.69143,9.07048,6.23,3,16,138,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110292,4711066,4711066,4711,4730,7250013.03,725,553,1988.694671,163636.5658,1,1,1,2,1,1,19,29,63,168,49,Forest Grove,5195.293287,1,1,5195.293287,5195.293287,1606811.224,18,Forest Grove,2.41667,4.25,3.125,1.33333,4.80107,7,5.04071,8.43679,5.6775,3,19,139,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110293,4711066,4711066,4711,4730,7250013.02,725,763,2496.098219,208025.9973,2,1,4,2,3,2,55,77,18,123,67,University Heights Suburban Centre,4438.620566,1,1,4438.620566,4438.620566,920593.8939,54,University Heights Suburban Centre,3.91667,4.375,4.25,4.66667,3.66,10,5.925,8.513,7.123,3,55,140,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110295,4711066,4711066,4711,4730,7250013.02,725,648,2121.210732,140170.4143,1,3,1,4,1,2,19,29,63,168,49,Forest Grove,5195.293287,1,1,5195.293287,5195.293287,1606811.224,18,Forest Grove,2.41667,4.25,3.125,1.33333,4.80107,7,5.04071,8.43679,5.6775,3,19,141,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110296,4711066,4711066,4711,4730,7250013.02,725,588,5981.24006,1446886.644,5,4,5,5,5,5,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,142,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110297,4711066,4711066,4711,4730,7250013.02,725,386,1605.59449,117726.64,3,2,4,3,3,3,19,29,63,168,49,Forest Grove,5195.293287,1,1,5195.293287,5195.293287,1606811.224,18,Forest Grove,2.41667,4.25,3.125,1.33333,4.80107,7,5.04071,8.43679,5.6775,3,19,143,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110299,4711066,4711066,4711,4730,7250013.02,725,398,1866.026873,132136.484,1,3,1,4,1,2,55,77,18,123,67,University Heights Suburban Centre,4438.620566,1,1,4438.620566,4438.620566,920593.8939,54,University Heights Suburban Centre,3.91667,4.375,4.25,4.66667,3.66,10,5.925,8.513,7.123,3,55,144,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110300,4711066,4711066,4711,4730,7250013.02,725,514,1581.279409,141101.3966,2,2,2,3,2,2,19,29,63,168,49,Forest Grove,5195.293287,1,1,5195.293287,5195.293287,1606811.224,18,Forest Grove,2.41667,4.25,3.125,1.33333,4.80107,7,5.04071,8.43679,5.6775,3,19,145,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110301,4711066,4711066,4711,4730,7250013.02,725,434,1771.272478,137245.9667,1,1,1,2,1,1,19,29,63,168,49,Forest Grove,5195.293287,1,1,5195.293287,5195.293287,1606811.224,18,Forest Grove,2.41667,4.25,3.125,1.33333,4.80107,7,5.04071,8.43679,5.6775,3,19,146,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110302,4711066,4711066,4711,4730,7250013.02,725,415,3575.884638,221073.2513,1,2,1,3,1,1,55,77,18,123,67,University Heights Suburban Centre,4438.620566,1,1,4438.620566,4438.620566,920593.8939,54,University Heights Suburban Centre,3.91667,4.375,4.25,4.66667,3.66,10,5.925,8.513,7.123,3,55,147,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110303,4711066,4711066,4711,4730,7250013.02,725,443,1650.611177,122646.3991,5,3,5,4,4,4,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,148,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110304,4711066,4711066,4711,4730,7250013.01,725,331,1330.616966,87280.74132,1,1,3,2,3,2,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,149,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110305,4711066,4711066,4711,4730,7250013.01,725,413,1540.722234,122721.9316,5,3,5,4,4,4,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,150,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110306,4711066,4711066,4711,4730,7250013.01,725,1083,10782.48134,3741010.132,4,2,5,2,4,3,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,151,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110307,4711066,4711066,4711,4730,7250013.01,725,521,1967.692574,207877.5933,1,1,3,2,2,2,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,152,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110308,4711066,4711066,4711,4730,7250013.01,725,577,2885.296689,238929.8751,3,2,4,3,3,3,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,153,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110309,4711066,4711066,4711,4730,7250013.01,725,572,1823.676526,183380.1274,4,2,5,3,5,5,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,154,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110310,4711066,4711066,4711,4730,7250013.01,725,684,2110.727617,216134.9513,4,2,5,2,4,3,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,155,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110311,4711066,4711066,4711,4730,7250013.01,725,577,5781.044603,1122610.617,4,2,5,3,4,4,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,156,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110312,4711066,4711066,4711,4730,7250013.04,725,4202,21705.66888,14195853.99,2,2,2,3,2,2,55,77,18,123,67,University Heights Suburban Centre,4438.620566,1,1,4438.620566,4438.620566,920593.8939,54,University Heights Suburban Centre,3.91667,4.375,4.25,4.66667,3.66,10,5.925,8.513,7.123,3,55,157,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110313,4711066,4711066,4711,4730,7250013.04,725,920,1997.72246,201992.7852,1,2,1,3,1,1,50,67,21,126,61,Silverspring,6397.355858,1,1,6397.355858,6397.355858,1771675.922,49,Silverspring,4.08333,3.5625,4.125,3.16667,3.88,4,6.23762,9.29143,7.03571,3,50,158,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110314,4711066,4711066,4711,4730,7250021.02,725,781,6084.17714,722985.8416,2,1,4,1,3,1,48,62,58,163,53,River Heights,7253.035196,1,1,7253.035196,7253.035196,1948457.383,47,River Heights,3.66667,3.625,3.75,1.5,5.23292,1,4.89583,8.83667,5.42625,2,48,159,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110315,4711066,4711066,4711,4730,7250021.03,725,1054,6184.172215,580713.7843,1,1,2,1,2,1,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,160,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110316,4711066,4711066,4711,4730,7250021.03,725,299,1073.810303,75162.98067,1,1,1,2,1,1,32,44,62,167,55,Lawson Heights,5122.658467,1,1,5122.658467,5122.658467,1400341.325,31,Lawson Heights,4,2.8125,4.125,2.33333,5.05773,5,4.83682,8.31864,5.56364,2,32,161,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110317,4711066,4711066,4711,4730,7250021.03,725,320,1693.134519,90361.70223,1,2,1,2,1,1,32,44,62,167,55,Lawson Heights,5122.658467,1,1,5122.658467,5122.658467,1400341.325,31,Lawson Heights,4,2.8125,4.125,2.33333,5.05773,5,4.83682,8.31864,5.56364,2,32,162,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110318,4711066,4711066,4711,4730,7250021.03,725,668,2310.103247,287624.6454,1,1,3,1,3,1,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,163,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110319,4711066,4711066,4711,4730,7250021.03,725,256,1112.729493,71446.6912,1,1,1,1,1,1,32,44,62,167,55,Lawson Heights,5122.658467,1,1,5122.658467,5122.658467,1400341.325,31,Lawson Heights,4,2.8125,4.125,2.33333,5.05773,5,4.83682,8.31864,5.56364,2,32,164,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110323,4711066,4711066,4711,4730,7250021.05,725,651,3470.045707,380940.5212,3,1,5,1,4,2,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,165,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110324,4711066,4711066,4711,4730,7250021.05,725,544,1464.586057,119137.8258,1,1,2,2,1,1,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,166,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110325,4711066,4711066,4711,4730,7250021.05,725,646,4043.98792,737455.2504,1,1,1,2,1,1,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,167,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110326,4711066,4711066,4711,4730,7250021.05,725,287,1030.778276,66264.25972,1,2,1,3,1,1,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,168,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110327,4711066,4711066,4711,4730,7250021.04,725,837,3967.71468,462069.0436,1,1,3,2,2,2,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,169,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110328,4711066,4711066,4711,4730,7250013.03,725,971,2521.831081,230796.5958,2,1,4,1,3,1,55,77,18,123,67,University Heights Suburban Centre,4438.620566,1,1,4438.620566,4438.620566,920593.8939,54,University Heights Suburban Centre,3.91667,4.375,4.25,4.66667,3.66,10,5.925,8.513,7.123,3,55,170,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110329,4711066,4711066,4711,4730,7250013.03,725,593,1922.134942,129311.5816,2,1,4,1,3,1,55,77,18,123,67,University Heights Suburban Centre,4438.620566,1,1,4438.620566,4438.620566,920593.8939,54,University Heights Suburban Centre,3.91667,4.375,4.25,4.66667,3.66,10,5.925,8.513,7.123,3,55,171,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110330,4711066,4711066,4711,4730,7250013.03,725,544,3000.340198,273372.9375,1,1,1,1,1,1,55,77,18,123,67,University Heights Suburban Centre,4438.620566,1,1,4438.620566,4438.620566,920593.8939,54,University Heights Suburban Centre,3.91667,4.375,4.25,4.66667,3.66,10,5.925,8.513,7.123,3,55,172,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110331,4711066,4711066,4711,4730,7250013.03,725,537,1846.592315,192840.6483,1,2,1,3,1,1,60,84,10,100,62,Willowgrove,7075.769042,1,0,7075.769042,7075.769042,2114184.697,59,Willowgrove,3.91667,3.0625,3.75,3.83333,4.65687,2,5.15875,9.6925,7.49375,3,60,173,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110332,4711066,4711066,4711,4730,7250013.03,725,1847,11025.81291,4600180.629,1,1,3,1,2,1,60,84,10,100,62,Willowgrove,7075.769042,1,0,7075.769042,7075.769042,2114184.697,59,Willowgrove,3.91667,3.0625,3.75,3.83333,4.65687,2,5.15875,9.6925,7.49375,3,60,174,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110338,4711066,4711066,4711,4730,7250006.04,725,1080,8437.759747,602008.0369,4,3,4,4,3,4,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,175,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110339,4711066,4711066,4711,4730,7250006.04,725,456,1786.893539,95100.8483,2,4,1,5,1,3,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,176,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110340,4711066,4711066,4711,4730,7250006.04,725,685,2717.811515,199717.2043,2,2,2,3,2,2,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,177,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110341,4711066,4711066,4711,4730,7250006.04,725,1049,3695.390131,367771.0697,3,3,3,4,2,3,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,178,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110342,4711066,4711066,4711,4730,7250006.04,725,342,1121.774567,75249.90168,2,4,1,5,1,3,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,179,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110343,4711066,4711066,4711,4730,7250006.04,725,292,1147.752481,72583.80532,1,1,2,2,1,1,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,180,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110344,4711066,4711066,4711,4730,7250006.04,725,959,4097.494376,501761.3191,0,0,0,9999,9999,9999,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,181,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110347,4711066,4711066,4711,4730,7250018.02,725,316,1430.823618,81064.90974,3,2,4,3,3,3,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,182,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110348,4711066,4711066,4711,4730,7250018.02,725,565,2449.520621,159206.8613,3,2,4,3,3,3,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,183,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110349,4711066,4711066,4711,4730,7250018.02,725,279,1264.399115,80391.9491,3,5,1,5,1,3,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,184,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110350,4711066,4711066,4711,4730,7250018.02,725,366,1206.56464,78563.54737,4,5,2,5,2,4,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,185,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110351,4711066,4711066,4711,4730,7250018.03,725,371,1238.474896,77645.62572,5,3,5,4,4,4,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,186,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110353,4711066,4711066,4711,4730,7250018.03,725,371,1643.447761,93416.04198,3,3,3,4,2,3,12,21,13,110,6,Confederation Park,6097.657132,1,1,6097.657132,6097.657132,1595915.323,11,Confederation Park,3.83333,3.4375,3.5,1,5.00167,5,5.11083,7.99708,5.225,2,12,187,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110354,4711066,4711066,4711,4730,7250018.03,725,608,3179.805535,151808.5919,3,5,1,5,1,3,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,188,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110355,4711066,4711066,4711,4730,7250018.03,725,738,2363.68729,184925.9162,5,5,4,5,3,5,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,189,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110356,4711066,4711066,4711,4730,7250018.04,725,655,3897.995528,821430.5655,2,4,1,4,1,2,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,190,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110357,4711066,4711066,4711,4730,7250018.03,725,524,1841.923236,122956.0372,5,4,5,4,4,4,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,191,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110358,4711066,4711066,4711,4730,7250018.04,725,775,2896.231673,146943.9958,5,3,5,4,4,4,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,192,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110359,4711066,4711066,4711,4730,7250018.03,725,415,1437.615033,100436.9139,4,4,4,5,3,5,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,193,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110362,4711066,4711066,4711,4730,7250018.03,725,316,1148.80323,72551.03391,3,5,1,5,1,3,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,194,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110363,4711066,4711066,4711,4730,7250018.02,725,1246,3649.724686,452974.2969,4,5,2,5,2,4,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,195,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110365,4711066,4711066,4711,4730,7250018.01,725,507,3362.633346,521739.9204,5,5,5,5,4,5,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,196,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110367,4711066,4711066,4711,4730,7250018.01,725,331,1438.969676,96628.88693,4,4,3,4,3,4,34,47,39,144,9,Massey Place,4549.975175,1,0,4549.975175,4549.975175,994081.6189,33,Massey Place,3.91667,3.8125,3.625,2.33333,5.14667,5,5.45,9.86083,6.03667,2,34,197,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110368,4711066,4711066,4711,4730,7250018.01,725,355,1884.817108,125241.4869,2,1,4,2,3,2,34,47,39,144,9,Massey Place,4549.975175,1,0,4549.975175,4549.975175,994081.6189,33,Massey Place,3.91667,3.8125,3.625,2.33333,5.14667,5,5.45,9.86083,6.03667,2,34,198,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110369,4711066,4711066,4711,4730,7250018.01,725,856,2251.362808,206325.3789,5,5,5,5,4,5,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,199,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110370,4711066,4711066,4711,4730,7250018.01,725,518,1899.726717,137202.9065,5,5,4,5,3,5,34,47,39,144,9,Massey Place,4549.975175,1,0,4549.975175,4549.975175,994081.6189,33,Massey Place,3.91667,3.8125,3.625,2.33333,5.14667,5,5.45,9.86083,6.03667,2,34,200,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110371,4711066,4711066,4711,4730,7250018.04,725,899,1618.362696,138364.6884,5,4,5,4,4,4,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,201,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110372,4711066,4711066,4711,4730,7250018.05,725,493,1833.611697,149752.8237,5,5,3,5,2,4,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,202,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110373,4711066,4711066,4711,4730,7250018.04,725,484,1335.654714,112911.1815,1,2,1,3,1,1,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,203,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110374,4711066,4711066,4711,4730,7250018.05,725,1024,6685.460151,1696170.839,2,3,2,4,2,3,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,204,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110375,4711066,4711066,4711,4730,7250018.05,725,418,2275.360357,226812.8467,4,3,4,4,3,4,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,205,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
