DAUID,CSDUID,CCSUID,CDUID,ERUID,CTUID,CMAUID,adpop2006,Shape_Leng,Shape_Area,TOTALDEPNT,QUINTMATNT,QUINTSOCNT,QUINTMATLO,QUINTSOCLO,TOTALDEPLO,OBJECTID_1,OBJECTID_2,OBJECTID_3,OBJECTID,NGHD_ID,Nghd_Name,FINAL_Shap,NALP,IMI,Shape_Le_1,Shape_Le_2,FINAL_Sha1,OID_,NGHD_NAM_1,NALP_AF,NALP_DD,NALP_SAFE,NALP_UA,IMI_ATTR,IMI_DD,IMI_PA,IMI_S_CR,IMI_S_TR,ERA,JOIN_FID,TARGET_FID,Join_Count
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110097,4711066,4711066,4711,4730,7250011.02,725,499,2588.373302,229963.8484,1,1,2,1,2,1,21,32,50,155,35,Grosvenor Park,3255.674282,1,0,3255.674282,3255.674282,645079.7672,20,Grosvenor Park,3.25,4.3125,3.25,1.16667,5.39,7,5.9,9.209,6.122,2,21,67,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110098,4711066,4711066,4711,4730,7250011.02,725,424,2128.325675,229336.3225,1,1,1,2,1,1,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,68,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110099,4711066,4711066,4711,4730,7250010,725,484,2014.453153,254370.7961,3,2,4,3,4,4,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,69,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110100,4711066,4711066,4711,4730,7250014,725,615,2060.259489,179413.9833,3,1,5,1,5,3,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110101,4711066,4711066,4711,4730,7250014,725,442,2153.220357,232628.1959,1,1,3,1,3,1,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,71,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110102,4711066,4711066,4711,4730,7250014,725,611,1725.090778,143417.3982,3,1,5,1,4,2,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,72,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110103,4711066,4711066,4711,4730,7250014,725,508,1599.127558,130900.1446,2,1,4,1,4,2,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,73,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110104,4711066,4711066,4711,4730,7250014,725,499,3287.866971,441741.0805,1,1,3,1,3,1,40,54,37,142,26,Nutana,6648.987017,1,1,6648.987017,6648.987017,1823436.582,39,Nutana,4.08333,5.3125,4.625,2.16667,5.12588,10,5.39706,8.03412,6.45794,1,40,74,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110105,4711066,4711066,4711,4730,7250014,725,715,1729.309019,157652.3786,0,0,0,9999,9999,9999,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,75,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110106,4711066,4711066,4711,4730,7250014,725,478,5877.845389,1628868.825,2,1,4,1,3,1,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,76,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110107,4711066,4711066,4711,4730,7250011.03,725,752,3253.144696,655933.2334,3,5,1,5,1,3,56,79,51,156,33,Varsity View,4736.034022,1,1,4736.034022,4736.034022,1265524.55,55,Varsity View,3.5,4.375,4.125,2.83333,5.06576,6,4.67879,8.56121,5.90636,2,56,77,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110108,4711066,4711066,4711,4730,7250011.03,725,830,5113.201927,1292164.85,3,2,4,2,3,2,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,78,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110109,4711066,4711066,4711,4730,7250011.03,725,666,2517.863567,301004.4438,1,1,3,2,2,2,20,31,52,157,43,Greystone Heights,4093.706443,1,0,4093.706443,4093.706443,983895.8386,19,Greystone Heights,4.41667,4.5625,4.125,2,5.12,7,5.407,8.866,6.167,2,20,79,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110110,4711066,4711066,4711,4730,7250012.01,725,539,2776.322806,242721.4814,3,3,3,4,2,3,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,80,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110111,4711066,4711066,4711,4730,7250012.01,725,502,1526.754869,133736.0826,4,3,4,4,3,4,10,19,55,160,46,College Park,5722.891763,1,1,5722.891763,5722.891763,1779009.246,9,College Park,3.33333,5,3.875,2.66667,5.39105,8,5.10474,8.34474,5.70263,2,10,81,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110112,4711066,4711066,4711,4730,7250012.01,725,1046,3365.867199,349600.9994,0,0,0,9999,9999,9999,10,19,55,160,46,College Park,5722.891763,1,1,5722.891763,5722.891763,1779009.246,9,College Park,3.33333,5,3.875,2.66667,5.39105,8,5.10474,8.34474,5.70263,2,10,82,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110113,4711066,4711066,4711,4730,7250012.01,725,253,1449.779701,80112.31987,3,3,3,4,2,3,10,19,55,160,46,College Park,5722.891763,1,1,5722.891763,5722.891763,1779009.246,9,College Park,3.33333,5,3.875,2.66667,5.39105,8,5.10474,8.34474,5.70263,2,10,83,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110114,4711066,4711066,4711,4730,7250012.01,725,315,1477.824939,119934.3896,1,1,1,1,1,1,10,19,55,160,46,College Park,5722.891763,1,1,5722.891763,5722.891763,1779009.246,9,College Park,3.33333,5,3.875,2.66667,5.39105,8,5.10474,8.34474,5.70263,2,10,84,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110116,4711066,4711066,4711,4730,7250012.01,725,441,1241.633136,89752.22701,3,1,5,1,5,3,10,19,55,160,46,College Park,5722.891763,1,1,5722.891763,5722.891763,1779009.246,9,College Park,3.33333,5,3.875,2.66667,5.39105,8,5.10474,8.34474,5.70263,2,10,85,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110123,4711066,4711066,4711,4730,7250012.02,725,863,3773.445916,205580.9458,2,1,4,2,4,3,11,20,75,103,47,College Park East,5553.50727,1,0,5553.50727,5553.50727,1605543.209,10,College Park East,3.58333,3.0625,3.25,1.33333,5.51235,6,5.02588,9.66529,5.79647,2,11,86,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110126,4711066,4711066,4711,4730,7250012.03,725,419,1804.860964,121073.922,1,2,1,2,1,1,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,87,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110127,4711066,4711066,4711,4730,7250012.03,725,494,1872.726488,138976.1121,1,3,1,4,1,2,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,88,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110128,4711066,4711066,4711,4730,7250012.03,725,529,2597.968268,281557.3404,2,2,2,3,2,2,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,89,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110129,4711066,4711066,4711,4730,7250012.03,725,632,2392.748126,168259.6573,2,2,2,4,2,3,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,90,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110130,4711066,4711066,4711,4730,7250012.04,725,880,1997.655894,163567.002,3,2,4,3,4,4,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,91,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110131,4711066,4711066,4711,4730,7250012.04,725,317,1283.605766,91851.82522,2,4,1,5,1,3,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,92,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110132,4711066,4711066,4711,4730,7250012.04,725,947,4563.850892,359434.5588,1,2,1,3,1,1,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,93,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110133,4711066,4711066,4711,4730,7250012.04,725,283,1348.904196,75046.93496,1,3,1,4,1,2,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,94,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110134,4711066,4711066,4711,4730,7250012.04,725,1149,3582.03392,416850.1286,1,1,3,1,2,1,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,95,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110143,4711066,4711066,4711,4730,7250012.04,725,347,1158.634522,75544.70793,1,2,1,3,1,1,29,41,70,119,58,Lakeridge,4672.526307,1,1,4672.526307,4672.526307,1200676.908,28,Lakeridge,3.25,2.6875,3.75,2.66667,4.5887,2,5.54391,9.49304,6.21739,3,29,96,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110144,4711066,4711066,4711,4730,7250012.04,725,799,3813.292224,327358.8247,1,2,1,2,1,1,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,97,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110145,4711066,4711066,4711,4730,7250012.04,725,501,919.2862431,47725.59478,5,3,5,4,5,5,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,98,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110146,4711066,4711066,4711,4730,7250012.04,725,420,1244.990262,95891.43528,1,1,1,1,1,1,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,99,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110147,4711066,4711066,4711,4730,7250012.04,725,769,6380.369395,560969.8671,1,1,2,1,2,1,52,70,69,98,37,Stonebridge,10000.83266,1,0,10000.83266,10000.83266,4542488.292,51,Stonebridge,4.41667,4.1875,4,2.5,4.218,7,6.048,9.67,7.948,3,52,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110148,4711066,4711066,4711,4730,7250012.04,725,657,2100.328583,149841.6523,2,4,1,5,1,3,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,101,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110149,4711066,4711066,4711,4730,7250012.04,725,490,1613.948146,106094.2891,1,2,1,3,1,1,30,42,73,104,44,Lakeview,5972.97911,1,0,5972.97911,5972.97911,1976647.842,29,Lakeview,2.66667,2.75,3.625,2,4.3876,5,4.4828,9.6532,6.1952,3,30,102,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110151,4711066,4711066,4711,4730,7250001,725,488,2795.61591,221815.4946,2,2,3,3,2,2,15,25,1,86,40,Eastview,4969.371864,1,1,4969.371864,4969.371864,1484411.975,14,Eastview,4.5,4.1875,4.5,2.16667,5.16,6,4.66235,8.55235,6.12,2,15,103,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110152,4711066,4711066,4711,4730,7250001,725,431,1647.965725,116759.1567,3,2,4,4,3,4,15,25,1,86,40,Eastview,4969.371864,1,1,4969.371864,4969.371864,1484411.975,14,Eastview,4.5,4.1875,4.5,2.16667,5.16,6,4.66235,8.55235,6.12,2,15,104,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110153,4711066,4711066,4711,4730,7250001,725,589,2792.196836,282663.5557,3,2,4,3,4,4,41,55,46,151,39,Nutana Park,4621.196809,1,1,4621.196809,4621.196809,1174127.192,40,Nutana Park,3.83333,3.75,4.5,1.83333,4.78687,7,5.1825,8.62187,6.47875,2,41,105,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110154,4711066,4711066,4711,4730,7250001,725,345,1774.12223,125160.7557,1,1,2,2,2,2,42,56,48,153,41,Nutana Suburban Centre,3967.537067,1,1,3967.537067,3967.537067,776202.3005,41,Nutana Suburban Centre,3.66667,5.0625,4.75,3.5,5.641,9,6.154,7.119,5.886,2,42,106,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110155,4711066,4711066,4711,4730,7250001,725,267,1042.865764,66640.29183,0,0,0,9999,9999,9999,42,56,48,153,41,Nutana Suburban Centre,3967.537067,1,1,3967.537067,3967.537067,776202.3005,41,Nutana Suburban Centre,3.66667,5.0625,4.75,3.5,5.641,9,6.154,7.119,5.886,2,42,107,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110157,4711066,4711066,4711,4730,7250001,725,760,2132.116432,276478.4769,5,5,5,5,4,5,42,56,48,153,41,Nutana Suburban Centre,3967.537067,1,1,3967.537067,3967.537067,776202.3005,41,Nutana Suburban Centre,3.66667,5.0625,4.75,3.5,5.641,9,6.154,7.119,5.886,2,42,108,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110160,4711066,4711066,4711,4730,7250002.01,725,651,2683.45497,285226.4064,2,2,3,3,2,2,25,36,47,152,36,Holliston,4923.35711,1,1,4923.35711,4923.35711,1407097.945,24,Holliston,3.25,4.4375,3.5,1.33333,4.74731,8,4.32154,8.42462,5.34346,2,25,109,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110161,4711066,4711066,4711,4730,7250002.01,725,576,2739.235985,345668.8457,1,1,3,2,2,2,41,55,46,151,39,Nutana Park,4621.196809,1,1,4621.196809,4621.196809,1174127.192,40,Nutana Park,3.83333,3.75,4.5,1.83333,4.78687,7,5.1825,8.62187,6.47875,2,41,110,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110162,4711066,4711066,4711,4730,7250001,725,246,1453.460765,106815.4027,2,3,2,4,2,3,42,56,48,153,41,Nutana Suburban Centre,3967.537067,1,1,3967.537067,3967.537067,776202.3005,41,Nutana Suburban Centre,3.66667,5.0625,4.75,3.5,5.641,9,6.154,7.119,5.886,2,42,111,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110163,4711066,4711066,4711,4730,7250002.01,725,556,1823.700255,188408.0851,2,2,2,2,1,1,41,55,46,151,39,Nutana Park,4621.196809,1,1,4621.196809,4621.196809,1174127.192,40,Nutana Park,3.83333,3.75,4.5,1.83333,4.78687,7,5.1825,8.62187,6.47875,2,41,112,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110164,4711066,4711066,4711,4730,7250002.01,725,458,2259.171033,230555.4442,1,1,3,1,3,1,41,55,46,151,39,Nutana Park,4621.196809,1,1,4621.196809,4621.196809,1174127.192,40,Nutana Park,3.83333,3.75,4.5,1.83333,4.78687,7,5.1825,8.62187,6.47875,2,41,113,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110165,4711066,4711066,4711,4730,7250002.02,725,444,2790.022999,183403.5733,2,1,4,1,3,1,41,55,46,151,39,Nutana Park,4621.196809,1,1,4621.196809,4621.196809,1174127.192,40,Nutana Park,3.83333,3.75,4.5,1.83333,4.78687,7,5.1825,8.62187,6.47875,2,41,114,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110166,4711066,4711066,4711,4730,7250002.02,725,283,1613.193182,101312.5991,1,2,1,3,1,1,41,55,46,151,39,Nutana Park,4621.196809,1,1,4621.196809,4621.196809,1174127.192,40,Nutana Park,3.83333,3.75,4.5,1.83333,4.78687,7,5.1825,8.62187,6.47875,2,41,115,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110167,4711066,4711066,4711,4730,7250002.02,725,389,1884.552277,148477.4086,1,2,1,3,1,1,1,1,45,150,38,Adelaide/Churchill,5605.945321,1,0,5605.945321,5605.945321,1501411.147,0,Adelaide/Churchill,4.25,2.5625,3.875,1.5,4.96,2,4.95667,9.06375,6.35625,2,1,116,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110168,4711066,4711066,4711,4730,7250002.02,725,375,1678.555873,146466.3721,1,1,2,2,2,2,1,1,45,150,38,Adelaide/Churchill,5605.945321,1,0,5605.945321,5605.945321,1501411.147,0,Adelaide/Churchill,4.25,2.5625,3.875,1.5,4.96,2,4.95667,9.06375,6.35625,2,1,117,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110169,4711066,4711066,4711,4730,7250002.02,725,402,2956.923316,273552.6017,2,1,4,2,3,2,46,60,30,135,30,Queen Elizabeth,4116.728269,1,0,4116.728269,4116.728269,999741.1901,45,Queen Elizabeth,4.33333,4.125,4.75,1.83333,4.32708,5,4.85792,9.89708,5.68417,2,46,118,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110170,4711066,4711066,4711,4730,7250002.02,725,422,2137.837815,215254.0999,2,2,2,3,2,2,46,60,30,135,30,Queen Elizabeth,4116.728269,1,0,4116.728269,4116.728269,999741.1901,45,Queen Elizabeth,4.33333,4.125,4.75,1.83333,4.32708,5,4.85792,9.89708,5.68417,2,46,119,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110179,4711066,4711066,4711,4730,7250004,725,630,2253.092966,245808.3604,3,2,4,2,4,3,46,60,30,135,30,Queen Elizabeth,4116.728269,1,0,4116.728269,4116.728269,999741.1901,45,Queen Elizabeth,4.33333,4.125,4.75,1.83333,4.32708,5,4.85792,9.89708,5.68417,2,46,120,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110180,4711066,4711066,4711,4730,7250004,725,466,1988.850917,212824.1387,4,2,5,2,4,3,46,60,30,135,30,Queen Elizabeth,4116.728269,1,0,4116.728269,4116.728269,999741.1901,45,Queen Elizabeth,4.33333,4.125,4.75,1.83333,4.32708,5,4.85792,9.89708,5.68417,2,46,121,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110181,4711066,4711066,4711,4730,7250004,725,512,2377.084753,234343.9401,4,2,5,2,5,4,46,60,30,135,30,Queen Elizabeth,4116.728269,1,0,4116.728269,4116.728269,999741.1901,45,Queen Elizabeth,4.33333,4.125,4.75,1.83333,4.32708,5,4.85792,9.89708,5.68417,2,46,122,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110182,4711066,4711066,4711,4730,7250004,725,581,2111.700163,210636.3786,3,1,5,1,4,2,6,12,29,134,27,Buena Vista,4811.775988,1,0,4811.775988,4811.775988,1264374.813,5,Buena Vista,4.16667,4.5625,4.625,2,5.57083,5,5.00458,8.28125,6.03917,2,6,123,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110183,4711066,4711066,4711,4730,7250010,725,480,1954.725118,173120.8146,3,1,5,1,5,3,23,34,31,136,32,Haultain,4175.95874,1,0,4175.95874,4175.95874,1037674.734,22,Haultain,3.33333,4,3.625,2.33333,4.97583,10,4.74042,8.97542,6.045,2,23,124,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110184,4711066,4711066,4711,4730,7250010,725,420,1629.799972,118749.9406,4,2,5,3,5,5,40,54,37,142,26,Nutana,6648.987017,1,1,6648.987017,6648.987017,1823436.582,39,Nutana,4.08333,5.3125,4.625,2.16667,5.12588,10,5.39706,8.03412,6.45794,1,40,125,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110185,4711066,4711066,4711,4730,7250009,725,633,1791.919892,195424.7846,2,1,4,2,4,3,40,54,37,142,26,Nutana,6648.987017,1,1,6648.987017,6648.987017,1823436.582,39,Nutana,4.08333,5.3125,4.625,2.16667,5.12588,10,5.39706,8.03412,6.45794,1,40,126,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110186,4711066,4711066,4711,4730,7250009,725,415,1798.312828,176175.3253,2,1,4,2,3,2,40,54,37,142,26,Nutana,6648.987017,1,1,6648.987017,6648.987017,1823436.582,39,Nutana,4.08333,5.3125,4.625,2.16667,5.12588,10,5.39706,8.03412,6.45794,1,40,127,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110187,4711066,4711066,4711,4730,7250004,725,532,1849.76039,179464.3707,3,2,4,2,4,3,17,27,67,109,28,Exhibition,5465.857903,1,0,5465.857903,5465.857903,1560811.268,16,Exhibition,3.08333,4.25,3.875,1.83333,4.86947,8,4.88474,7.73316,6.36105,2,17,128,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110188,4711066,4711066,4711,4730,7250004,725,635,2363.778531,225893.982,5,3,5,4,5,5,17,27,67,109,28,Exhibition,5465.857903,1,0,5465.857903,5465.857903,1560811.268,16,Exhibition,3.08333,4.25,3.875,1.83333,4.86947,8,4.88474,7.73316,6.36105,2,17,129,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110189,4711066,4711066,4711,4730,7250004,725,536,2879.69838,308402.2013,5,4,5,5,4,5,17,27,67,109,28,Exhibition,5465.857903,1,0,5465.857903,5465.857903,1560811.268,16,Exhibition,3.08333,4.25,3.875,1.83333,4.86947,8,4.88474,7.73316,6.36105,2,17,130,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110190,4711066,4711066,4711,4730,7250004,725,640,3423.389062,406380.8698,3,1,5,1,5,3,17,27,67,109,28,Exhibition,5465.857903,1,0,5465.857903,5465.857903,1560811.268,16,Exhibition,3.08333,4.25,3.875,1.83333,4.86947,8,4.88474,7.73316,6.36105,2,17,131,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110191,4711066,4711066,4711,4730,7250004,725,681,1332.925345,92177.51923,0,0,0,9999,9999,9999,17,27,67,109,28,Exhibition,5465.857903,1,0,5465.857903,5465.857903,1560811.268,16,Exhibition,3.08333,4.25,3.875,1.83333,4.86947,8,4.88474,7.73316,6.36105,2,17,132,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110193,4711066,4711066,4711,4730,7250002.02,725,297,1610.359522,114396.8681,1,1,2,1,1,1,3,7,28,133,29,Avalon,5009.13134,1,0,5009.13134,5009.13134,1455955.597,2,Avalon,4.41667,3.875,4,2.33333,4.98522,6,5.24783,9.44783,6.56043,2,3,133,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110194,4711066,4711066,4711,4730,7250002.02,725,1487,8369.841069,2643265.197,2,2,2,3,2,2,52,70,69,98,37,Stonebridge,10000.83266,1,0,10000.83266,10000.83266,4542488.292,51,Stonebridge,4.41667,4.1875,4,2.5,4.218,7,6.048,9.67,7.948,3,52,134,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110287,4711066,4711066,4711,4730,7250012.02,725,307,1180.218209,81353.34479,2,2,2,3,2,2,11,20,75,103,47,College Park East,5553.50727,1,0,5553.50727,5553.50727,1605543.209,10,College Park East,3.58333,3.0625,3.25,1.33333,5.51235,6,5.02588,9.66529,5.79647,2,11,135,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110288,4711066,4711066,4711,4730,7250012.02,725,510,1995.759492,155710.6629,2,2,2,3,2,2,11,20,75,103,47,College Park East,5553.50727,1,0,5553.50727,5553.50727,1605543.209,10,College Park East,3.58333,3.0625,3.25,1.33333,5.51235,6,5.02588,9.66529,5.79647,2,11,136,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
